	fasta	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_id	cazy_hits	heme_regulatory_motif_count
MAG2_MAG2_59_7	MAG2	C	K03705	heat-inducible transcriptional repressor								HrcA protein C terminal domain [PF01628.24]; Winged helix-turn-helix transcription repressor, HrcA DNA-binding [PF03444.18]			0
MAG2_MAG2_59_6	MAG2	C	K00989	ribonuclease PH [EC:2.7.7.56]								3' exoribonuclease family, domain 1 [PF01138.24]; 3' exoribonuclease family, domain 2 [PF03725.18]			0
MAG2_MAG2_59_5	MAG2	C	K01519	XTP/dITP diphosphohydrolase [EC:3.6.1.66]								Ham1 family [PF01725.19]			0
MAG2_MAG2_59_4	MAG2	C	K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]								Endoribonuclease L-PSP [PF01042.24]			0
MAG2_MAG2_59_3	MAG2	C	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]								HemN C-terminal domain [PF06969.19]; Radical SAM superfamily [PF04055.24]			0
MAG2_MAG2_59_2	MAG2	C	K09790	uncharacterized protein								Protein of unknown function (DUF454) [PF04304.16]			0
MAG2_MAG2_59_8	MAG2	C	K03687	molecular chaperone GrpE								GrpE [PF01025.22]			0
MAG2_MAG2_554_2	MAG2	C	K09760	DNA recombination protein RmuC								RmuC family [PF02646.19]			0
MAG2_MAG2_582_2	MAG2	C	K03497	ParB family transcriptional regulator, chromosome partitioning protein								RepB plasmid partitioning protein [PF07506.14]; ParB/Sulfiredoxin domain [PF02195.21]			0
MAG2_MAG2_580_2	MAG2	C	K03630	DNA repair protein RadC								RadC-like JAB domain [PF04002.18]; UPF0758 N-terminal [PF20582.1]			0
MAG2_MAG2_565_2	MAG2	C	K11690	C4-dicarboxylate transporter, DctM subunit								Tripartite ATP-independent periplasmic transporter, DctM component [PF06808.15]			0
MAG2_MAG2_565_1	MAG2	C	K21395	TRAP-type transport system periplasmic protein								Bacterial extracellular solute-binding protein, family 7 [PF03480.16]			0
MAG2_MAG2_564_2	MAG2	C	K01057	6-phosphogluconolactonase [EC:3.1.1.31]								Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase [PF01182.23]			0
MAG2_MAG2_564_1	MAG2	C	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]								Glucose-6-phosphate dehydrogenase, C-terminal domain [PF02781.19]; Glucose-6-phosphate dehydrogenase, NAD binding domain [PF00479.25]			0
MAG2_MAG2_563_3	MAG2	C	K00616	transaldolase [EC:2.2.1.2]								Transaldolase/Fructose-6-phosphate aldolase [PF00923.22]			0
MAG2_MAG2_563_2	MAG2	C	K09921	uncharacterized protein								Protein of unknown function, DUF484 [PF04340.15]			0
MAG2_MAG2_567_1	MAG2	C	K03569	rod shape-determining protein MreB and related proteins								MreB/Mbl protein [PF06723.16]; Hsp70 protein [PF00012.23]; Actin [PF00022.22]; Cell division protein FtsA [PF14450.9]			0
MAG2_MAG2_562_2	MAG2	C	K09971	general L-amino acid transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]			0
MAG2_MAG2_55_4	MAG2	C	K22551	N-methyl-L-proline demethylase [EC:1.5.3.-]								NADH:flavin oxidoreductase / NADH oxidase family [PF00724.23]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; NAD(P)-binding Rossmann-like domain [PF13450.9]; HI0933-like protein [PF03486.17]			0
MAG2_MAG2_55_1	MAG2	C	K07229	ferric-chelate reductase (NADPH) [EC:1.16.1.9]								Siderophore-interacting protein [PF04954.16]; Siderophore-interacting FAD-binding domain [PF08021.14]			0
MAG2_MAG2_559_1	MAG2	C	K01696	tryptophan synthase beta chain [EC:4.2.1.20]								Pyridoxal-phosphate dependent enzyme [PF00291.28]			0
MAG2_MAG2_558_1	MAG2	C	K01448	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]								N-acetylmuramoyl-L-alanine amidase [PF01520.21]			0
MAG2_MAG2_557_1	MAG2	C	K00046	gluconate 5-dehydrogenase [EC:1.1.1.69]								Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28]; KR domain [PF08659.13]			0
MAG2_MAG2_556_2	MAG2	C	K08678	UDP-glucuronate decarboxylase [EC:4.1.1.35]								GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; Male sterility protein [PF07993.15]; Polysaccharide biosynthesis protein [PF02719.18]			0
MAG2_MAG2_561_1	MAG2	C	K01273	membrane dipeptidase [EC:3.4.13.19]	MER0805703	M19	MER0805703 - family M19 unassigned peptidases (Rhodobacter sp. AKP1) [M19.UPW]#M19#{peptidase unit: 2-352}~source L1KFF7~	True	0.984	399.0	3.317e-126	Membrane dipeptidase (Peptidase family M19) [PF01244.24]			0
MAG2_MAG2_581_3	MAG2	C	K02030	polar amino acid transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 3 [PF00497.23]; ABC transporter, phosphonate, periplasmic substrate-binding protein [PF12974.10]			0
MAG2_MAG2_567_2	MAG2	C	K03570	rod shape-determining protein MreC								rod shape-determining protein MreC [PF04085.17]			0
MAG2_MAG2_56_1	MAG2	C	K03405	magnesium chelatase subunit I [EC:6.6.1.1]	MER0224119	S16	MER0224119 - family S16 unassigned peptidases (Spirochaeta thermophila) [S16.UPW]#S16#{peptidase unit: 10-167}~source YP_003874568~	False	0.72	142.0	1.1e-36	Magnesium chelatase, subunit ChlI [PF01078.24]; AAA domain (dynein-related subfamily) [PF07728.17]; Sigma-54 interaction domain [PF00158.29]			0
MAG2_MAG2_580_1	MAG2	C	K02040	phosphate transport system substrate-binding protein								PBP superfamily domain [PF12849.10]; OmpA family [PF00691.23]			0
MAG2_MAG2_57_3	MAG2	C	K00873	pyruvate kinase [EC:2.7.1.40]								Pyruvate kinase, barrel domain [PF00224.24]			0
MAG2_MAG2_57_2	MAG2	C	K00928	aspartate kinase [EC:2.7.2.4]								Amino acid kinase family [PF00696.31]; ACT domain [PF13840.9]; ACT domain [PF01842.28]			0
MAG2_MAG2_57_1	MAG2	C	K08484	phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]								PEP-utilising enzyme, PEP-binding domain [PF02896.21]; PEP-utilising enzyme, mobile domain [PF00391.26]; GAF domain [PF13492.9]; PEP-utilising enzyme, N-terminal [PF05524.16]			0
MAG2_MAG2_579_4	MAG2	C	K00640	serine O-acetyltransferase [EC:2.3.1.30]											0
MAG2_MAG2_576_1	MAG2	C	K08591	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]								Glycerol-3-phosphate acyltransferase [PF02660.18]			0
MAG2_MAG2_569_2	MAG2	C	K06971	uncharacterized protein								BtpA family [PF03437.18]			0
MAG2_MAG2_575_1	MAG2	C	K02282	pilus assembly protein CpaE								AAA domain [PF13614.9]; NUBPL iron-transfer P-loop NTPase [PF10609.12]; Cellulose biosynthesis protein BcsQ [PF06564.15]; ATPase MipZ [PF09140.14]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]			0
MAG2_MAG2_572_1	MAG2	C	K02592	nitrogenase molybdenum-iron protein NifN								Nitrogenase component 1 type Oxidoreductase [PF00148.22]			0
MAG2_MAG2_570_3	MAG2	C	K06908	uncharacterized protein								Phage tail tube protein FII [PF04985.17]			0
MAG2_MAG2_56_5	MAG2	C	K05770	translocator protein								TspO/MBR family [PF03073.18]			0
MAG2_MAG2_56_4	MAG2	C	K02291	15-cis-phytoene synthase [EC:2.5.1.32]								Squalene/phytoene synthase [PF00494.22]			0
MAG2_MAG2_56_3	MAG2	C	K10027	phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]								Flavin containing amine oxidoreductase [PF01593.27]; NAD(P)-binding Rossmann-like domain [PF13450.9]; FAD binding domain [PF01494.22]; FAD dependent oxidoreductase [PF01266.27]			0
MAG2_MAG2_56_2	MAG2	C	K09847	spheroidene monooxygenase [EC:1.14.15.9]											0
MAG2_MAG2_574_2	MAG2	C	K03770	peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]								SurA N-terminal domain [PF13624.9]			0
MAG2_MAG2_686_8	MAG2	C	K02058	simple sugar transport system substrate-binding protein								Periplasmic binding protein domain [PF13407.9]			0
MAG2_MAG2_339_2	MAG2	C	K08973	protoporphyrinogen IX oxidase [EC:1.3.99.-]								Uncharacterised protein family (UPF0093) [PF03653.16]			0
MAG2_MAG2_338_3	MAG2	C	K01867	tryptophanyl-tRNA synthetase [EC:6.1.1.2]								tRNA synthetases class I (W and Y) [PF00579.28]			0
MAG2_MAG2_165_5	MAG2	C	K12989	mannosyltransferase [EC:2.4.1.-]								Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]; Glycosyl transferases group 1 [PF13524.9]	GT4; GT5	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342); GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)	0
MAG2_MAG2_166_1	MAG2	C	K03446	MFS transporter, DHA2 family, multidrug resistance protein								Major Facilitator Superfamily [PF07690.19]; Fungal trichothecene efflux pump (TRI12) [PF06609.16]; Sugar (and other) transporter [PF00083.27]; Transmembrane secretion effector [PF05977.16]			0
MAG2_MAG2_166_2	MAG2	C	K03218	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]								SpoU rRNA Methylase family [PF00588.22]; RNA 2'-O ribose methyltransferase substrate binding [PF08032.15]			0
MAG2_MAG2_166_3	MAG2	C	K06929	uncharacterized protein								CoA binding domain [PF13380.9]			0
MAG2_MAG2_167_1	MAG2	C	K03575	A/G-specific adenine glycosylase [EC:3.2.2.31]								HhH-GPD superfamily base excision DNA repair protein [PF00730.28]; Helix-hairpin-helix motif [PF00633.26]			0
MAG2_MAG2_169_1	MAG2	C	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]								SecA DEAD-like domain [PF07517.17]; SecA Wing and Scaffold domain [PF07516.16]; SecA preprotein cross-linking domain [PF01043.23]			0
MAG2_MAG2_169_2	MAG2	C	K03769	peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]								PPIC-type PPIASE domain [PF13616.9]; PPIC-type PPIASE domain [PF00639.24]; PPIC-type PPIASE domain [PF13145.9]			0
MAG2_MAG2_16_2	MAG2	C	K02035	peptide/nickel transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.25]			0
MAG2_MAG2_16_3	MAG2	C	K08217	MFS transporter, DHA3 family, macrolide efflux protein								Transmembrane secretion effector [PF05977.16]; Major Facilitator Superfamily [PF07690.19]			0
MAG2_MAG2_16_4	MAG2	C	K06978	uncharacterized protein	MER1026206	S15	MER1026206 - family S15 unassigned peptidases (Celeribacter indicus) [S15.UPW]#S15#{peptidase unit: 24-510}~source A0A0B5DYD3~	True	0.874	884.0	6.283e-285	X-Pro dipeptidyl-peptidase (S15 family) [PF02129.21]; X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain [PF08530.13]; Prolyl oligopeptidase family [PF00326.24]; Serine aminopeptidase, S33 [PF12146.11]; Esterase FrsA-like [PF06500.14]			0
MAG2_MAG2_170_4	MAG2	C	K02279	pilus assembly protein CpaB								Flp pilus assembly protein RcpC/CpaB [PF16976.8]			0
MAG2_MAG2_170_5	MAG2	C	K02280	pilus assembly protein CpaC								Bacterial type II and III secretion system protein [PF00263.24]; Pilus formation protein N terminal region [PF13629.9]			0
MAG2_MAG2_171_2	MAG2	C	K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85]								Isocitrate/isopropylmalate dehydrogenase [PF00180.23]			0
MAG2_MAG2_171_3	MAG2	C	K15270	S-adenosylmethionine uptake transporter								EamA-like transporter family [PF00892.23]			0
MAG2_MAG2_171_4	MAG2	C	K13623	S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase								ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF08242.15]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF08241.15]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]; Mycolic acid cyclopropane synthetase [PF02353.23]; Methionine biosynthesis protein MetW [PF07021.15]			0
MAG2_MAG2_173_1	MAG2	C	K03498	trk/ktr system potassium uptake protein								Cation transport protein [PF02386.19]			0
MAG2_MAG2_173_2	MAG2	C	K09007	GTP cyclohydrolase IB [EC:3.5.4.16]								Type I GTP cyclohydrolase folE2 [PF02649.17]			0
MAG2_MAG2_178_2	MAG2	C	K01601	ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]								Ribulose bisphosphate carboxylase large chain, catalytic domain [PF00016.23]; Ribulose bisphosphate carboxylase large chain, N-terminal domain [PF02788.19]			0
MAG2_MAG2_178_1	MAG2	C	K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]								Fructose-bisphosphate aldolase class-II [PF01116.23]			0
MAG2_MAG2_177_5	MAG2	C	K03406	methyl-accepting chemotaxis protein	MER0501642	M23B	MER0501642 - subfamily M23B unassigned peptidases (Clostridium saccharobutylicum) [M23.UPB]#M23B#{peptidase unit: 361-556}~source YP_008673405~	False	0.497	65.0	1.73e-09	Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.24]; Four helix bundle sensory module for signal transduction [PF12729.10]			0
MAG2_MAG2_177_2	MAG2	C	K00799	glutathione S-transferase [EC:2.5.1.18]								Glutathione S-transferase, N-terminal domain [PF02798.23]; Glutathione S-transferase, N-terminal domain [PF13417.9]; Glutathione S-transferase, C-terminal domain [PF00043.28]; Glutathione S-transferase, N-terminal domain [PF13409.9]; Glutathione S-transferase, C-terminal domain [PF14497.9]			0
MAG2_MAG2_176_2	MAG2	C	K00990	[protein-PII] uridylyltransferase [EC:2.7.7.59]								GlnD PII-uridylyltransferase [PF08335.14]; Putative nucleotidyltransferase DUF294 [PF03445.16]; Glutamate-ammonia ligase adenylyltransferase [PF03710.18]; HD domain [PF01966.25]			0
MAG2_MAG2_176_1	MAG2	C	K03980	putative peptidoglycan lipid II flippase								Lipid II flippase MurJ [PF03023.17]			0
MAG2_MAG2_165_3	MAG2	C	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]								Semialdehyde dehydrogenase, dimerisation domain [PF02774.21]; Semialdehyde dehydrogenase, NAD binding domain [PF01118.27]			0
MAG2_MAG2_175_6	MAG2	C	K02396	flagellar hook-associated protein 1											0
MAG2_MAG2_175_4	MAG2	C	K02394	flagellar P-ring protein FlgI								Flagellar P-ring protein [PF02119.19]			0
MAG2_MAG2_175_3	MAG2	C	K02393	flagellar L-ring protein FlgH								Flagellar L-ring protein [PF02107.19]			0
MAG2_MAG2_175_2	MAG2	C	K02392	flagellar basal-body rod protein FlgG								Flagellar basal body rod FlgEFG protein C-terminal [PF06429.16]; Flagella basal body rod protein [PF00460.23]			0
MAG2_MAG2_174_4	MAG2	C	K15461	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]								S-adenosyl-L-methionine-dependent methyltransferase [PF05430.14]			0
MAG2_MAG2_174_3	MAG2	C	K15270	S-adenosylmethionine uptake transporter								EamA-like transporter family [PF00892.23]			0
MAG2_MAG2_173_3	MAG2	C	K10764	O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]								Cys/Met metabolism PLP-dependent enzyme [PF01053.23]; Aminotransferase class-V [PF00266.22]; Orn/Lys/Arg decarboxylase, major domain [PF01276.23]; DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.20]; L-seryl-tRNA selenium transferase [PF03841.16]			0
MAG2_MAG2_175_5	MAG2	C	K02395	peptidoglycan hydrolase FlgJ								Rod binding protein [PF10135.12]			0
MAG2_MAG2_165_2	MAG2	C	K01673	carbonic anhydrase [EC:4.2.1.1]								Carbonic anhydrase [PF00484.22]			0
MAG2_MAG2_164_1	MAG2	C	K03497	ParB family transcriptional regulator, chromosome partitioning protein								ParB/Sulfiredoxin domain [PF02195.21]			0
MAG2_MAG2_163_1	MAG2	C	K20975	two-component system, sensor histidine kinase [EC:2.7.13.3]								PAS fold [PF12860.10]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; His Kinase A (phospho-acceptor) domain [PF00512.28]			0
MAG2_MAG2_155_3	MAG2	C	K07246	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]								Isocitrate/isopropylmalate dehydrogenase [PF00180.23]			0
MAG2_MAG2_155_2	MAG2	C	K07246	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]								Isocitrate/isopropylmalate dehydrogenase [PF00180.23]			0
MAG2_MAG2_155_1	MAG2	C	K07793	putative tricarboxylic transport membrane protein								Tripartite tricarboxylate transporter TctA family [PF01970.19]; Tripartite tricarboxylate transporter TctB family [PF07331.14]			0
MAG2_MAG2_154_4	MAG2	C	K01992	ABC-2 type transport system permease protein								ABC-2 family transporter protein [PF12698.10]; ABC-2 type transporter [PF01061.27]; ABC-2 family transporter protein [PF12679.10]			0
MAG2_MAG2_154_3	MAG2	C	K07090	uncharacterized protein								Sulfite exporter TauE/SafE [PF01925.22]			0
MAG2_MAG2_153_5	MAG2	C	K03188	urease accessory protein								UreF [PF01730.19]			0
MAG2_MAG2_158_3	MAG2	C	K00117	quinoprotein glucose dehydrogenase [EC:1.1.5.2]								PQQ-like domain [PF13360.9]			0
MAG2_MAG2_153_4	MAG2	C	K03187	urease accessory protein								UreE urease accessory protein, C-terminal domain [PF05194.15]; UreE urease accessory protein, N-terminal domain [PF02814.18]			0
MAG2_MAG2_152_6	MAG2	C	K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]								Aldehyde dehydrogenase family [PF00171.25]			0
MAG2_MAG2_152_5	MAG2	C	K13588	histidine phosphotransferase ChpT								Histidine phosphotransferase C-terminal domain [PF10090.12]			0
MAG2_MAG2_152_4	MAG2	C	K13588	histidine phosphotransferase ChpT											0
MAG2_MAG2_152_2	MAG2	C	K22310	L-ornithine Nalpha-acyltransferase [EC:2.3.2.30]								Acetyltransferase (GNAT) domain [PF13444.9]			0
MAG2_MAG2_152_1	MAG2	C	K22617	lyso-ornithine lipid O-acyltransferase [EC:2.3.1.270]								Acyltransferase [PF01553.24]			0
MAG2_MAG2_151_4	MAG2	C	K15270	S-adenosylmethionine uptake transporter								EamA-like transporter family [PF00892.23]			0
MAG2_MAG2_153_2	MAG2	C	K01428	urease subunit alpha [EC:3.5.1.5]	MER0068853	M38	MER0068853 - urease (Silicibacter sp. TM1040) [M38.982]#M38#{peptidase unit: 5-570}~source YP_612380~	True	0.81	942.0	4.781000000000001e-307	Urease alpha-subunit, N-terminal domain [PF00449.23]; Amidohydrolase family [PF01979.23]; Amidohydrolase family [PF07969.14]			0
MAG2_MAG2_179_3	MAG2	C	K02004	putative ABC transport system permease protein								MacB-like periplasmic core domain [PF12704.10]; FtsX-like permease family [PF02687.24]			0
MAG2_MAG2_159_1	MAG2	C	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	MER0027161	M24B	MER0027161 - subfamily M24B unassigned peptidases (Rhodobacter sphaeroides) [M24.UPB]#M24B#{peptidase unit: 304-557}~source ACM00134~	True	0.966	516.0	6.51e-165	Metallopeptidase family M24 [PF00557.27]; C-terminal region of peptidase_M24 [PF16188.8]			0
MAG2_MAG2_159_5	MAG2	C	K03684	ribonuclease D [EC:3.1.13.5]								3'-5' exonuclease [PF01612.23]; HRDC domain [PF00570.26]			0
MAG2_MAG2_162_5	MAG2	C	K09781	uncharacterized protein								Protein of unknown function (DUF808) [PF05661.15]			0
